emp_no,first_name,last_name,to_date,title,birth_date,hire_date
79763,Sanjoy,Barreiro,1/1/9999,Senior Staff,1/20/1965,4/9/1988
79895,Fei,Murtagh,1/1/9999,Senior Staff,1/30/1965,1/19/1986
80432,Stella,Figueira,1/1/9999,Senior Staff,1/17/1965,3/14/1990
80203,Shakhar,Baik,1/1/9999,Staff,1/22/1965,2/26/1989
80731,Shaowen,Eldridge,1/1/9999,Senior Staff,1/25/1965,12/5/1987
80850,Koldo,Luit,1/1/9999,Senior Engineer,2/1/1965,11/19/1993
80889,Shigeo,Linnainmaa,1/1/9999,Senior Engineer,1/7/1965,7/30/1985
81105,Jaewon,Boissier,1/1/9999,Senior Engineer,1/14/1965,1/15/1988
80948,Harjit,Bardell,1/1/9999,Senior Engineer,1/27/1965,5/24/1991
81644,Divine,Ghandeharizadeh,1/1/9999,Staff,1/5/1965,8/1/1995
81545,Larisa,Kornyak,1/1/9999,Technique Leader,1/13/1965,3/5/1989
81995,Sreekrishna,Brender,1/1/9999,Senior Engineer,1/10/1965,9/14/1985
82069,Yechezkel,Perfilyeva,1/1/9999,Senior Engineer,1/20/1965,11/3/1994
82919,Shigeu,Claffy,1/1/9999,Engineer,1/5/1965,11/11/1985
82098,Poornachandra,Wilharm,1/1/9999,Senior Engineer,1/25/1965,1/18/1990
82351,Stevo,Thambidurai,1/1/9999,Senior Staff,1/26/1965,10/27/1989
82511,Uwe,Koblick,1/1/9999,Engineer,1/27/1965,7/21/1991
82928,Alselm,Rikino,1/1/9999,Senior Engineer,1/27/1965,11/16/1990
83280,Francesca,Ellozy,1/1/9999,Senior Engineer,1/7/1965,3/17/1992
83289,Shigeichiro,Engelmann,1/1/9999,Senior Engineer,1/9/1965,2/29/1992
83805,Manohar,Harllee,1/1/9999,Senior Engineer,1/23/1965,5/29/1986
83509,Breannda,Collavizza,1/1/9999,Senior Engineer,1/4/1965,10/12/1989
83544,Leaf,Baak,1/1/9999,Senior Staff,1/18/1965,2/6/1986
83714,Ohad,Kilgore,1/1/9999,Senior Engineer,1/27/1965,7/1/1990
84029,Babette,Eugenio,1/1/9999,Staff,1/27/1965,3/5/1996
83941,Zsolt,Hagimont,1/1/9999,Senior Staff,1/11/1965,1/12/1994
84315,Kristina,Baumann,1/1/9999,Assistant Engineer,1/23/1965,9/26/1996
84179,Shuichi,Nanard,1/1/9999,Senior Engineer,1/25/1965,3/14/1989
84236,Eberhardt,Barriga,1/1/9999,Senior Staff,1/18/1965,6/4/1987
84508,Tommaso,Vidya,1/1/9999,Engineer,1/17/1965,5/2/1998
84451,Shiv,Aumann,1/1/9999,Senior Engineer,1/20/1965,1/21/1988
84840,Sverrir,Neimat,1/1/9999,Staff,1/14/1965,3/19/1995
84922,Parke,Unno,1/1/9999,Engineer,1/22/1965,6/18/1987
84942,Shin,Fujisaki,1/1/9999,Technique Leader,1/15/1965,2/23/1988
85216,Ferdinand,Rosiles,1/1/9999,Senior Staff,1/18/1965,7/8/1997
85288,Younwoo,Luders,1/1/9999,Senior Engineer,1/6/1965,6/28/1993
85445,Yongdong,Pollock,1/1/9999,Staff,1/9/1965,11/21/1997
85414,Chiradeep,Callaway,1/1/9999,Staff,1/14/1965,1/19/1999
85702,Udi,Merks,1/1/9999,Engineer,1/4/1965,8/22/1987
85874,Pasqua,Taubman,1/1/9999,Senior Staff,1/30/1965,6/23/1986
86354,Ronghao,Segond,1/1/9999,Senior Engineer,1/27/1965,11/11/1989
86213,Kristine,Clemencon,1/1/9999,Senior Staff,1/28/1965,11/12/1987
86422,Jaewon,Thummel,1/1/9999,Senior Staff,2/1/1965,9/14/1985
86655,Zhenhua,Lorys,1/1/9999,Engineer,1/1/1965,4/29/1990
86546,Oldrich,Woycyznski,1/1/9999,Senior Engineer,1/9/1965,5/15/1985
86672,JoAnne,Anido,1/1/9999,Staff,1/15/1965,3/5/1985
87129,Keung,Neiman,1/1/9999,Staff,1/16/1965,1/9/1992
87353,Quingbo,Coombs,1/1/9999,Senior Engineer,1/7/1965,3/4/1991
87714,Khun,Janetzko,1/1/9999,Engineer,1/16/1965,9/13/1989
87729,Yongmin,Roccetti,1/1/9999,Senior Staff,1/24/1965,12/10/1986
87783,Conor,Thorensen,1/1/9999,Senior Engineer,1/26/1965,6/7/1987
88103,Goo,Bresenham,1/1/9999,Senior Staff,1/9/1965,3/5/1998
88411,Lena,Cannane,1/1/9999,Engineer,1/31/1965,8/13/1988
88422,Jungsoon,Birsak,1/1/9999,Technique Leader,1/28/1965,4/3/1985
88958,Vojin,Coombs,1/1/9999,Senior Staff,1/22/1965,11/8/1994
88647,Vasiliy,Ratnaker,1/1/9999,Engineer,1/10/1965,3/12/1995
88965,Mang,Hedayat,1/1/9999,Engineer,1/20/1965,5/22/1995
89090,Tetsushi,Theuretzbacher,1/1/9999,Senior Staff,1/26/1965,2/1/1990
89161,Conal,Yetto,1/1/9999,Senior Staff,1/7/1965,1/12/1991
89048,Otmar,Birjandi,1/1/9999,Senior Engineer,1/24/1965,3/23/1985
89346,Mansur,Comyn,1/1/9999,Engineer,1/13/1965,8/15/1996
89207,Along,Erol,1/1/9999,Senior Staff,1/15/1965,10/16/1992
89590,Guther,Rothenberg,1/1/9999,Senior Staff,1/27/1965,1/28/1989
89806,Xiadong,Shinomoto,1/1/9999,Senior Engineer,1/27/1965,2/29/1996
89664,Pranjal,Rossi,1/1/9999,Staff,1/20/1965,7/7/1998
89680,Aiman,Mawatari,1/1/9999,Senior Engineer,1/27/1965,5/1/1988
89941,Arnould,Weedman,1/1/9999,Senior Staff,1/23/1965,7/28/1989
89922,Alexius,Ibel,1/1/9999,Senior Engineer,1/26/1965,4/24/1988
90211,Bader,Denis,1/1/9999,Engineer,1/15/1965,2/24/1997
90077,Vivian,Guerreiro,1/1/9999,Engineer,1/24/1965,11/21/1985
90084,Renny,Bale,1/1/9999,Senior Engineer,1/1/1965,11/22/1989
90614,Yonghoan,Trogemann,1/1/9999,Engineer,1/29/1965,9/23/1988
90292,Koichi,Assaf,1/1/9999,Senior Engineer,1/9/1965,5/26/1990
90518,Fumiko,Chepyzhov,1/1/9999,Senior Staff,1/24/1965,1/28/1988
91172,Kazuhisa,Melter,1/1/9999,Senior Staff,1/19/1965,7/16/1987
90692,Rajmohan,DasSarma,1/1/9999,Senior Staff,1/3/1965,9/14/1985
91182,Lucien,Schwartzburd,1/1/9999,Senior Engineer,1/4/1965,8/25/1988
91333,Lobel,Stafford,1/1/9999,Staff,1/27/1965,6/18/1998
91229,Yahiko,Hebden,1/1/9999,Senior Engineer,1/1/1965,7/16/1985
91256,Gunilla,Milicic,1/1/9999,Staff,1/13/1965,10/17/1994
92577,Zhanqiu,Farrow,1/1/9999,Assistant Engineer,1/6/1965,10/1/1996
91415,Jamaludin,Nilsson,1/1/9999,Senior Staff,1/4/1965,1/15/1987
91648,Dmitry,Msuda,1/1/9999,Senior Staff,1/29/1965,8/24/1985
92438,Aria,Kilgore,1/1/9999,Senior Engineer,1/4/1965,5/18/1986
92454,Visit,McFarlan,1/1/9999,Senior Engineer,1/24/1965,10/22/1987
92598,Ranga,Merro,1/1/9999,Assistant Engineer,1/18/1965,5/11/1996
92685,Mang,Atchley,1/1/9999,Senior Staff,1/26/1965,3/13/1990
92920,Huei,Hutter,1/1/9999,Senior Engineer,1/20/1965,6/7/1985
92841,Claude,Candan,1/1/9999,Senior Staff,1/22/1965,8/4/1993
92846,Anyuan,Kropatsch,1/1/9999,Senior Staff,1/11/1965,9/5/1986
93040,Jaques,Kabayashi,1/1/9999,Senior Engineer,1/19/1965,3/13/1992
93220,Richara,Walston,1/1/9999,Senior Engineer,1/11/1965,9/28/1985
93600,Kristina,Neimat,1/1/9999,Technique Leader,1/13/1965,4/18/1988
93278,Magdalena,Penn,1/1/9999,Senior Engineer,2/1/1965,4/27/1987
93549,Arie,Coullard,1/1/9999,Senior Staff,2/1/1965,11/1/1986
94416,Aran,Cesareni,1/1/9999,Senior Staff,1/1/1965,8/4/1989
94331,Ramzi,Cronau,1/1/9999,Technique Leader,1/26/1965,3/31/1990
94761,Hitofumi,Zaccaria,1/1/9999,Senior Engineer,1/27/1965,11/22/1988
95181,Yishai,Cappelli,1/1/9999,Staff,1/28/1965,3/23/1995
94944,Heping,Matheson,1/1/9999,Senior Engineer,1/13/1965,2/22/1988
95406,Alair,Lyonns,1/1/9999,Engineer,1/8/1965,5/25/1996
95286,Kristin,Guerreiro,1/1/9999,Senior Engineer,1/18/1965,10/31/1986
95314,Rasiah,Koblick,1/1/9999,Senior Staff,1/22/1965,8/21/1991
95416,Gianluca,Ramaiah,1/1/9999,Engineer,1/13/1965,11/14/1989
95920,Nobuyoshi,Hegner,1/1/9999,Senior Staff,1/19/1965,7/5/1992
95509,Kristinn,Loncour,1/1/9999,Engineer,1/11/1965,5/24/1990
96571,Kokou,Garrabrants,1/1/9999,Senior Engineer,1/13/1965,12/3/1994
96579,Mohan,Tasistro,1/1/9999,Engineer,1/18/1965,2/10/1996
96767,Arumugam,Vecchio,1/1/9999,Senior Engineer,1/7/1965,8/14/1985
98288,Sumali,Huttel,1/1/9999,Senior Staff,1/12/1965,9/12/1989
97018,Jeanna,Chinen,1/1/9999,Senior Engineer,1/9/1965,1/1/1989
97623,Haldon,Janetzko,1/1/9999,Senior Staff,1/25/1965,9/11/1990
97661,Avishai,Hegner,1/1/9999,Senior Staff,1/31/1965,5/8/1993
98306,Ziya,Kadhim,1/1/9999,Senior Engineer,1/16/1965,2/16/1985
99057,Shugo,Reeken,1/1/9999,Staff,1/30/1965,11/10/1987
98639,Florina,Assaf,1/1/9999,Staff,1/29/1965,5/18/1996
99654,Mahendra,Motley,1/1/9999,Senior Staff,1/30/1965,9/28/1985
99373,Xiaobin,Christianini,1/1/9999,Senior Staff,1/13/1965,12/25/1985
99377,Carrsten,Francisci,1/1/9999,Senior Engineer,1/18/1965,6/16/1991
99590,Dhritiman,Anily,1/1/9999,Staff,1/24/1965,7/28/1993
100865,Hisao,Peral,1/1/9999,Senior Engineer,1/19/1965,9/12/1989
101487,Abdelaziz,Sury,1/1/9999,Senior Staff,1/14/1965,1/31/1991
100916,Heejo,Aamodt,1/1/9999,Senior Engineer,1/18/1965,4/30/1990
101647,Mori,Homond,1/1/9999,Senior Staff,1/22/1965,5/10/1994
102620,Adin,Templeman,1/1/9999,Engineer,1/3/1965,10/19/1995
101902,Mantis,Millington,1/1/9999,Senior Staff,1/14/1965,5/12/1987
103196,Djenana,Albarhamtoshy,1/1/9999,Senior Staff,1/16/1965,7/16/1988
105520,Haldun,Lienhardt,1/1/9999,Senior Staff,1/1/1965,1/29/1987
103310,Visit,Swen,1/1/9999,Senior Staff,1/7/1965,3/7/1993
103316,Susanne,Peternell,1/1/9999,Senior Engineer,1/3/1965,5/22/1985
103342,Beshir,Hellwagner,1/1/9999,Engineer,1/3/1965,5/30/1989
103756,Heping,Halloran,1/1/9999,Engineer,1/31/1965,4/8/1992
104133,Pranjal,Zyda,1/1/9999,Senior Staff,1/31/1965,7/3/1991
104845,Werner,Lodder,1/1/9999,Senior Staff,1/29/1965,5/5/1992
104988,Parviz,Litzler,1/1/9999,Senior Engineer,1/7/1965,8/8/1992
105342,Kwun,Reeker,1/1/9999,Technique Leader,1/1/1965,1/20/1997
105356,Diederik,Matzov,1/1/9999,Senior Engineer,1/29/1965,5/12/1988
105432,Mohamadou,Stafford,1/1/9999,Senior Engineer,1/8/1965,6/2/1990
107486,Siamak,Luiz,1/1/9999,Senior Engineer,1/23/1965,2/11/1987
105731,Sachem,Cromarty,1/1/9999,Engineer,1/15/1965,8/20/1990
106096,Naftali,Schurmann,1/1/9999,Senior Engineer,1/14/1965,1/17/1990
106242,Nevio,Thisen,1/1/9999,Senior Staff,2/1/1965,3/25/1988
106695,Lijie,Garrabrants,1/1/9999,Senior Staff,1/31/1965,10/2/1985
106710,Babette,Anandan,1/1/9999,Senior Staff,1/31/1965,11/22/1986
107737,Fabrizio,Chleq,1/1/9999,Senior Engineer,1/23/1965,9/6/1985
107792,Shahab,Crooks,1/1/9999,Senior Staff,1/13/1965,1/29/1986
108091,Hisao,Ghemri,1/1/9999,Senior Staff,1/9/1965,3/30/1985
107828,Ramya,Walston,1/1/9999,Senior Staff,1/26/1965,2/3/1989
108316,Shai,Stellhorn,1/1/9999,Senior Engineer,1/2/1965,5/21/1992
108198,Randi,Samarati,1/1/9999,Senior Staff,1/24/1965,11/8/1985
108988,Oksana,Baek,1/1/9999,Senior Staff,1/19/1965,7/20/1989
109062,Jamaludin,Kandlur,1/1/9999,Senior Engineer,2/1/1965,5/26/1985
109598,Stamatina,Auyong,1/1/9999,Senior Staff,2/1/1965,7/5/1988
109211,Gor,Delgrande,1/1/9999,Senior Engineer,1/11/1965,5/18/1985
109252,Moty,Winter,1/1/9999,Technique Leader,1/15/1965,4/28/1991
109278,Bangqing,Schach,1/1/9999,Senior Staff,1/21/1965,3/22/1988
109552,Menkae,Etalle,1/1/9999,Engineer,1/31/1965,11/11/1996
109620,Mani,Cannata,1/1/9999,Senior Staff,1/2/1965,6/21/1989
109953,Godehard,Chorvat,1/1/9999,Senior Staff,1/26/1965,4/10/1988
109703,Arco,Walston,1/1/9999,Engineer,1/17/1965,9/10/1991
109741,Hatem,Fadgyas,1/1/9999,Senior Engineer,1/11/1965,11/13/1991
200363,Kirk,Quaggetto,1/1/9999,Senior Engineer,1/10/1965,6/30/1987
200267,Chuanti,Luff,1/1/9999,Senior Staff,1/8/1965,3/2/1989
201229,Alejandra,Khasidashvili,1/1/9999,Staff,1/3/1965,7/7/1988
200312,Akemi,Fujisaki,1/1/9999,Senior Engineer,1/27/1965,12/16/1986
200735,Dinah,Denos,1/1/9999,Senior Staff,1/9/1965,9/21/1992
200789,Susumu,Camurati,1/1/9999,Senior Staff,1/14/1965,12/15/1991
201708,Anneli,Perl,1/1/9999,Senior Staff,1/15/1965,9/8/1992
201739,Genta,Terekhov,1/1/9999,Assistant Engineer,1/16/1965,2/27/1994
201801,Waiman,Genin,1/1/9999,Senior Engineer,1/12/1965,10/30/1988
201709,Fan,Kakkad,1/1/9999,Senior Staff,1/1/1965,2/25/1988
201915,Sudharsan,DeMori,1/1/9999,Senior Engineer,1/2/1965,5/3/1991
202291,Ortrun,Schmiedel,1/1/9999,Engineer,1/16/1965,12/23/1991
202403,Gully,Perko,1/1/9999,Engineer,1/9/1965,3/31/1992
202414,Zvonko,Murthy,1/1/9999,Senior Staff,1/13/1965,5/6/1988
202552,Morris,Saoudi,1/1/9999,Senior Engineer,1/5/1965,11/22/1991
202826,Kerhong,Matzke,1/1/9999,Senior Engineer,1/19/1965,11/14/1986
202882,Isaac,Koshino,1/1/9999,Senior Engineer,1/25/1965,2/17/1993
202950,Giordano,Pietrzykowski,1/1/9999,Senior Staff,1/17/1965,1/30/1986
203474,Hugh,Jonsson,1/1/9999,Senior Staff,1/3/1965,7/6/1991
203495,Zongyan,Gips,1/1/9999,Technique Leader,1/2/1965,2/7/1986
203599,Ewing,DiGiano,1/1/9999,Technique Leader,1/21/1965,4/27/1985
203720,Sasan,Thimonier,1/1/9999,Senior Staff,1/30/1965,4/4/1988
203946,Yefim,Marwedel,1/1/9999,Senior Staff,1/23/1965,11/8/1992
204117,Jessie,Nooteboom,1/1/9999,Staff,1/10/1965,9/9/1991
204246,Arve,Worfolk,1/1/9999,Senior Staff,1/9/1965,4/1/1985
204133,Susuma,Bergere,1/1/9999,Senior Staff,1/22/1965,8/9/1993
204425,Gretta,Huttel,1/1/9999,Senior Engineer,1/3/1965,9/1/1986
204470,Hein,Lichtner,1/1/9999,Senior Staff,1/22/1965,4/3/1995
204471,Franziska,Maginnis,1/1/9999,Senior Engineer,1/27/1965,2/17/1986
204764,Susanne,Mandelberg,1/1/9999,Senior Engineer,1/22/1965,11/2/1990
205085,Moni,Kornyak,1/1/9999,Technique Leader,1/23/1965,7/23/1987
205018,Yahiko,Awdeh,1/1/9999,Engineer,1/26/1965,3/2/1997
205174,Leszek,Spinelli,1/1/9999,Staff,1/5/1965,12/19/1986
205500,Mary,Setiz,1/1/9999,Senior Engineer,1/4/1965,1/13/1989
205627,Stabislas,Broder,1/1/9999,Senior Engineer,1/21/1965,10/20/1990
205660,Kien,Barreiro,1/1/9999,Staff,1/27/1965,8/25/1997
205699,Youjian,Yetto,1/1/9999,Senior Staff,1/31/1965,12/7/1994
205789,Limsoon,Skafidas,1/1/9999,Senior Staff,1/31/1965,6/30/1993
205863,Aiichiro,Kusalik,1/1/9999,Senior Engineer,1/6/1965,10/4/1990
206748,Yucai,Fabrizio,1/1/9999,Staff,1/7/1965,11/15/1986
206836,Guadalupe,Pfau,1/1/9999,Senior Staff,1/12/1965,2/12/1987
206966,Tzu,Sichman,1/1/9999,Senior Engineer,1/21/1965,1/7/1987
207204,Kellie,Schrooten,1/1/9999,Engineer,1/25/1965,1/17/1991
207021,Jacqueline,Akaboshi,1/1/9999,Engineer,1/20/1965,7/27/1986
207551,Baziley,Falck,1/1/9999,Assistant Engineer,1/15/1965,6/1/1993
207068,Zhiguo,Ariola,1/1/9999,Senior Staff,1/13/1965,6/26/1993
207401,Shuji,Barbanera,1/1/9999,Senior Staff,1/4/1965,8/10/1987
207980,Remko,Vieth,1/1/9999,Senior Staff,1/7/1965,12/1/1989
209101,Xinyu,Edelhoff,1/1/9999,Senior Engineer,1/5/1965,9/13/1994
207779,Chinya,Kamble,1/1/9999,Senior Staff,1/16/1965,10/29/1990
208147,Manu,Rothenberg,1/1/9999,Senior Engineer,1/9/1965,12/6/1988
208330,Shen,Flanders,1/1/9999,Senior Staff,1/11/1965,9/12/1986
208639,Larisa,Lukaszewicz,1/1/9999,Senior Staff,1/27/1965,10/10/1989
208653,Phillip,Schade,1/1/9999,Senior Engineer,1/23/1965,3/3/1989
208784,Pranjal,Juneja,1/1/9999,Senior Engineer,1/30/1965,3/21/1985
209565,Dante,Covnot,1/1/9999,Senior Staff,1/9/1965,5/28/1989
209443,Krassimir,Garnier,1/1/9999,Senior Staff,1/19/1965,6/23/1988
209712,Nimmagadda,Baak,1/1/9999,Engineer,1/17/1965,1/14/1986
210449,Gino,Lagarias,1/1/9999,Engineer,1/19/1965,4/20/1997
210017,Shalesh,Lovengreen,1/1/9999,Senior Staff,1/28/1965,9/29/1990
210292,Lihong,Zeilberger,1/1/9999,Staff,1/18/1965,9/15/1994
210752,Saniya,Stenning,1/1/9999,Senior Staff,1/25/1965,12/10/1986
210786,Werner,Ranze,1/1/9999,Staff,1/31/1965,7/25/1994
211967,Anwar,Bain,1/1/9999,Senior Engineer,1/7/1965,1/22/1989
211858,Domenico,Ratnaker,1/1/9999,Senior Engineer,1/8/1965,3/24/1985
211879,Gao,Ranze,1/1/9999,Senior Engineer,1/12/1965,11/24/1994
212361,Claudi,Stanfel,1/1/9999,Senior Engineer,1/16/1965,1/11/1992
212093,Leni,Henders,1/1/9999,Senior Staff,1/11/1965,9/7/1991
213140,Tru,Danecki,1/1/9999,Staff,1/10/1965,3/31/1997
212154,Sailaja,Holburn,1/1/9999,Senior Staff,1/17/1965,7/11/1987
213016,Yongmao,Fontan,1/1/9999,Senior Engineer,1/22/1965,7/26/1993
213447,Armond,Perly,1/1/9999,Senior Engineer,2/1/1965,9/14/1989
213384,Pranas,Narwekar,1/1/9999,Senior Engineer,1/4/1965,9/26/1985
214539,Ingmar,Kohling,1/1/9999,Engineer,1/27/1965,11/26/1990
214215,Xiaoqiang,Cardazo,1/1/9999,Senior Staff,1/25/1965,5/19/1987
214391,Rayond,Klassen,1/1/9999,Senior Staff,1/15/1965,9/11/1993
214427,Peer,Molberg,1/1/9999,Engineer,1/29/1965,6/15/1986
214789,Arfst,Chepyzhov,1/1/9999,Senior Engineer,1/28/1965,6/24/1987
214634,Shirish,Vickson,1/1/9999,Senior Engineer,1/12/1965,10/24/1989
215843,Pramod,Loncour,1/1/9999,Senior Staff,1/30/1965,3/31/1987
214866,Gopalakrishnan,Angel,1/1/9999,Senior Engineer,2/1/1965,9/19/1985
214995,Dinkar,Hoppenstand,1/1/9999,Engineer,1/12/1965,11/18/1986
215419,Flemming,Kroha,1/1/9999,Staff,1/16/1965,1/23/1995
215629,Munehiro,Manders,1/1/9999,Senior Staff,1/15/1965,5/18/1987
215746,Sven,Speer,1/1/9999,Staff,1/8/1965,7/15/1992
216054,Sahrah,Angiulli,1/1/9999,Senior Staff,1/24/1965,12/28/1985
216502,Xiaocheng,Suermann,1/1/9999,Engineer,1/26/1965,8/8/1987
216342,Aiichiro,Cromarty,1/1/9999,Senior Engineer,1/22/1965,8/18/1990
216573,Ashish,Vidya,1/1/9999,Senior Engineer,1/29/1965,6/16/1989
216375,Byong,Gustavson,1/1/9999,Senior Engineer,1/16/1965,3/12/1985
216921,Lena,Lenart,1/1/9999,Senior Staff,1/22/1965,12/25/1990
217026,Otmar,Engberts,1/1/9999,Senior Staff,1/11/1965,8/16/1993
217080,Masami,Puoti,1/1/9999,Senior Engineer,1/12/1965,6/14/1986
217272,Yuchang,Eldridge,1/1/9999,Senior Staff,1/21/1965,8/1/1986
217286,Yannik,Spelt,1/1/9999,Technique Leader,1/5/1965,9/22/1992
217320,Abdelwaheb,Denis,1/1/9999,Engineer,1/10/1965,6/17/1988
217363,Horward,Marzano,1/1/9999,Staff,1/14/1965,7/11/1985
217387,Jianhao,Molenaar,1/1/9999,Senior Engineer,1/21/1965,10/22/1987
217551,Panayotis,Lukaszewicz,1/1/9999,Senior Engineer,1/2/1965,8/25/1986
217800,Shay,Servieres,1/1/9999,Senior Staff,2/1/1965,4/11/1987
218022,Mokhtar,Poupard,1/1/9999,Technique Leader,1/26/1965,6/18/1987
218100,Jiong,Garnham,1/1/9999,Senior Staff,1/24/1965,1/2/1990
219417,Subhrajyoti,Denna,1/1/9999,Staff,1/29/1965,12/2/1986
218831,Unal,DuBourdieux,1/1/9999,Engineer,1/16/1965,3/13/1996
219035,Kristine,Bierman,1/1/9999,Technique Leader,1/18/1965,5/13/1988
219047,Aemilian,Kusalik,1/1/9999,Senior Engineer,1/30/1965,5/27/1987
219052,Marsal,Acton,1/1/9999,Staff,1/6/1965,8/2/1995
219497,Moie,Zastre,1/1/9999,Technique Leader,1/22/1965,10/11/1991
220131,Reinhard,Slaats,1/1/9999,Senior Engineer,1/9/1965,12/1/1991
219967,Susanna,Reeken,1/1/9999,Senior Staff,1/16/1965,8/15/1994
220418,Poorav,Laventhal,1/1/9999,Staff,1/23/1965,11/14/1994
220029,Demos,Asser,1/1/9999,Senior Engineer,1/17/1965,11/4/1985
220611,Yuping,Babb,1/1/9999,Senior Staff,1/23/1965,1/31/1995
220528,Sibyl,Rabehasaina,1/1/9999,Senior Staff,1/6/1965,4/7/1995
220582,Poornachandra,Zielinski,1/1/9999,Senior Staff,1/8/1965,12/20/1986
220699,Nahid,Gyimothy,1/1/9999,Staff,1/7/1965,8/18/1995
220799,Perla,Orlowska,1/1/9999,Senior Engineer,1/17/1965,5/13/1987
220625,Shigenori,Deville,1/1/9999,Technique Leader,1/25/1965,12/24/1992
221367,Saddek,Farris,1/1/9999,Senior Staff,1/13/1965,10/11/1990
221126,Tesuya,dAstous,1/1/9999,Senior Engineer,1/23/1965,11/29/1988
221435,Djenana,Marrevee,1/1/9999,Senior Engineer,1/6/1965,6/23/1987
221369,Abdulah,Pocchiola,1/1/9999,Engineer,1/28/1965,4/10/1987
222770,Kazuhiko,Kushner,1/1/9999,Senior Engineer,1/22/1965,1/28/1992
221973,Sangeeta,Kalefeld,1/1/9999,Senior Staff,1/17/1965,6/6/1990
222206,Stein,Uludag,1/1/9999,Senior Staff,1/21/1965,1/30/1988
222311,Miyeon,Billingsley,1/1/9999,Senior Engineer,1/20/1965,2/2/1985
222319,Matt,Chvatal,1/1/9999,Senior Engineer,1/20/1965,9/9/1989
222354,Valdiodio,Schlumberger,1/1/9999,Engineer,1/15/1965,8/7/1993
222616,Badri,Schapire,1/1/9999,Assistant Engineer,2/1/1965,12/8/1995
222878,Annemarie,Zallocco,1/1/9999,Senior Engineer,1/10/1965,5/28/1990
222926,Limsoon,Erol,1/1/9999,Senior Engineer,1/10/1965,9/24/1997
222952,Gopalakrishnan,Suermann,1/1/9999,Senior Engineer,1/28/1965,2/6/1986
222998,Leaf,Awdeh,1/1/9999,Senior Staff,1/7/1965,2/20/1985
224135,Annemarie,Bressoud,1/1/9999,Engineer,1/2/1965,6/23/1998
223593,Hidefumi,Moehrke,1/1/9999,Staff,1/20/1965,3/4/1998
223595,Chiranjit,Dredge,1/1/9999,Technique Leader,2/1/1965,11/10/1994
224335,Perry,Chachaty,1/1/9999,Senior Engineer,1/29/1965,7/22/1985
224934,George,Miake,1/1/9999,Senior Staff,1/5/1965,1/2/1988
224390,TRUE,Shobatake,1/1/9999,Senior Staff,1/24/1965,5/17/1996
225438,Remmert,Quaggetto,1/1/9999,Senior Staff,1/14/1965,4/28/1992
225788,Ipke,Kieras,1/1/9999,Engineer,1/8/1965,9/28/1985
225601,Masasuke,Genin,1/1/9999,Engineer,1/13/1965,12/23/1990
225867,Ramalingam,Remmele,1/1/9999,Senior Engineer,1/26/1965,3/30/1998
225964,Mooi,Cooman,1/1/9999,Senior Engineer,1/19/1965,6/7/1989
226216,Giordano,Gini,1/1/9999,Technique Leader,1/28/1965,8/18/1992
226227,Herbert,Erva,1/1/9999,Senior Engineer,1/7/1965,9/6/1986
227476,Macha,Schnabel,1/1/9999,Senior Engineer,1/11/1965,5/11/1988
227354,Gio,Murtha,1/1/9999,Senior Engineer,1/12/1965,11/11/1986
227681,Mikhail,Rousseau,1/1/9999,Staff,1/30/1965,2/25/1991
227899,Garnik,Luce,1/1/9999,Staff,1/23/1965,9/15/1998
227901,Francesca,Azuma,1/1/9999,Senior Staff,1/26/1965,3/3/1991
228098,IEEE,Kroll,1/1/9999,Engineer,1/18/1965,10/27/1993
228554,Bilhanan,Brendel,1/1/9999,Senior Staff,1/3/1965,12/23/1990
228248,Yuriy,Plump,1/1/9999,Senior Staff,1/9/1965,9/8/1988
229098,Berry,Yurek,1/1/9999,Senior Staff,1/8/1965,8/2/1988
228766,Nahla,Smailagic,1/1/9999,Senior Engineer,1/11/1965,11/22/1991
229220,Fabrizio,Lichtman,1/1/9999,Senior Engineer,1/21/1965,2/9/1987
229248,Harjit,Terekhov,1/1/9999,Staff,1/27/1965,6/22/1991
229386,Pohua,Tasistro,1/1/9999,Technique Leader,1/3/1965,6/2/1989
229391,Paloma,Henseler,1/1/9999,Senior Engineer,1/15/1965,6/11/1991
229404,Gilbert,Kilgour,1/1/9999,Staff,1/11/1965,1/28/1992
229727,Ewing,Millington,1/1/9999,Engineer,1/23/1965,7/17/1994
230287,Renny,Alameldin,1/1/9999,Assistant Engineer,1/14/1965,4/28/1994
229547,Moni,Schach,1/1/9999,Senior Staff,1/3/1965,7/4/1986
229981,Jamaludin,Fordan,1/1/9999,Senior Engineer,1/19/1965,10/17/1985
230002,Tadahiro,Backhouse,1/1/9999,Senior Engineer,1/7/1965,10/2/1991
230126,Bezalel,Radivojevic,1/1/9999,Senior Staff,1/31/1965,7/2/1988
230498,Kolar,Puppo,1/1/9999,Senior Engineer,1/15/1965,4/25/1990
230354,Yinghua,Lorho,1/1/9999,Senior Staff,1/31/1965,8/9/1991
230579,Shahar,Negoita,1/1/9999,Senior Staff,1/17/1965,8/26/1990
230689,Dietrich,Crabtree,1/1/9999,Senior Staff,1/14/1965,5/24/1986
231069,Trygve,Siksek,1/1/9999,Staff,1/22/1965,1/5/1989
230865,Takushi,Brattka,1/1/9999,Staff,1/2/1965,3/8/1988
231671,Chandrasekaran,Pearson,1/1/9999,Staff,1/7/1965,10/18/1985
